sentence,aspect_term,sentiment,from,to
"The food is wonderful, tasty and filling, and the service is professional and friendly.",service,positive,76,82
"I can't wait for summer, when they serve outside on their gigantic patio.",patio,positive,76,82
I recently tried Suan and I thought that it was great.,Suan,positive,76,82
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,positive,76,82
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,place,positive,76,82
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,positive,76,82
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,service,positive,76,82
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,food,positive,76,82
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,hot sauce,positive,76,82
Good food.,food,positive,76,82
Good drink.,drink,positive,76,82
I have never had cheescake like this.,cheescake,positive,76,82
"Great spot, whether looking for a couple of drinks or quiet dinner.",spot,positive,76,82
"Great spot, whether looking for a couple of drinks or quiet dinner.",spot,positive,76,82
Warm and friendly in the winter and terrific outdoor seating in the warmer months.,outdoor seating,positive,76,82
The food is great and they have a good selecion of wines at reasonable prices.,food,positive,76,82
The food is great and they have a good selecion of wines at reasonable prices.,wines,positive,76,82
The food is great and they have a good selecion of wines at reasonable prices.,wines,positive,76,82
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",ambiance,positive,76,82
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",atmosphere,positive,76,82
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",food,negative,76,82
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",service,negative,76,82
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken casserole,negative,76,82
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken casserole,negative,76,82
"i've been to sapphire twice and both times the food was fine, if not good.",food,positive,76,82
"stick with the chicken, beef, and lamb dishes.",chicken,positive,76,82
"stick with the chicken, beef, and lamb dishes.",beef,positive,76,82
"stick with the chicken, beef, and lamb dishes.",lamb dishes,positive,76,82
"service is friendly, and never had a problem walking in and getting a table.",service,positive,76,82
skip dessert.,dessert,negative,76,82
Best Reuben sandwich ever!,Reuben sandwich,positive,76,82
Don't miss Bloom's on your next trip to Manhatten.,Bloom's,positive,76,82
"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",place,positive,76,82
Thanks Bloom's for a lovely trip.,Bloom's,positive,76,82
"The food was not fresh, the sauces were bland and very oily.",food,negative,76,82
"The food was not fresh, the sauces were bland and very oily.",sauces,negative,76,82
Pizza was a little soggy.,Pizza,negative,76,82
Ravioli was good...but I have to say that I found everything a bit overpriced.,Ravioli,positive,76,82
Not enough wines by the glass either.,wines by the glass,negative,76,82
"Service, however, was excellent...and I liked the setting/atmosphere a lot.",Service,positive,76,82
"Service, however, was excellent...and I liked the setting/atmosphere a lot.",setting/atmosphere,positive,76,82
"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",Food,neutral,76,82
This place is a great bargain.,place,positive,76,82
Authentic Pakistani food.,Pakistani food,positive,76,82
People are always friendly.,People,positive,76,82
"Just straight up cheap, good food.",food,positive,76,82
"Just straight up cheap, good food.",food,positive,76,82
Faan is sooo good.,Faan,positive,76,82
The best pad thai i've ever had.,pad thai,positive,76,82
The design and atmosphere is just as good.,design,positive,76,82
The design and atmosphere is just as good.,atmosphere,positive,76,82
bottles of wine are cheap and good.,bottles of wine,positive,76,82
bottles of wine are cheap and good.,bottles of wine,positive,76,82
The food was actually aweful.,food,negative,76,82
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",mussles,negative,76,82
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",seabass,negative,76,82
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",goat cheese salad,negative,76,82
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",penne w/ chicken,negative,76,82
"Nice atmosphere, the service was very pleasant and the desert was good.",atmosphere,positive,76,82
"Nice atmosphere, the service was very pleasant and the desert was good.",service,positive,76,82
"Nice atmosphere, the service was very pleasant and the desert was good.",desert,positive,76,82
The jukebox plays everything from Italian Opera to The Strokes.,jukebox,positive,76,82
"The food is amazing, rich pastas and fresh doughy pizza.",food,positive,76,82
"The food is amazing, rich pastas and fresh doughy pizza.",pastas,positive,76,82
"The food is amazing, rich pastas and fresh doughy pizza.",pizza,positive,76,82
"Best of all is the warm vibe, the owner is super friendly and service is fast.",vibe,positive,76,82
"Best of all is the warm vibe, the owner is super friendly and service is fast.",owner,positive,76,82
"Best of all is the warm vibe, the owner is super friendly and service is fast.",service,positive,76,82
go here for the drinks!,drinks,positive,76,82
the drinks are amazing and half off till 8pm.,drinks,positive,76,82
the drinks are amazing and half off till 8pm.,drinks,positive,76,82
"Ask for Usha, the nicest bartender in manhattan.",Usha,positive,76,82
My fav was the sassy lassi...,sassy lassi,positive,76,82
This is an amazing place to try some roti rolls.,roti rolls,positive,76,82
I really recommend the very simple Unda (Egg) rolls.,Unda (Egg) rolls,positive,76,82
"Delicate spices, onions, eggs and a kick-ass roti.",spices,positive,76,82
"Delicate spices, onions, eggs and a kick-ass roti.",onions,positive,76,82
"Delicate spices, onions, eggs and a kick-ass roti.",eggs,positive,76,82
"Delicate spices, onions, eggs and a kick-ass roti.",roti,positive,76,82
"Toons has recently been redone, so it's now a very attractive space.",Toons,positive,76,82
The food's as good as ever.,food,positive,76,82
"In an area sadly lacking in decent Thai food, this is one of the best spots.",Thai food,positive,76,82
"Went here last night - nice decor, good service, but the food was surprisingly excellent.",decor,positive,76,82
"Went here last night - nice decor, good service, but the food was surprisingly excellent.",service,positive,76,82
"Went here last night - nice decor, good service, but the food was surprisingly excellent.",food,positive,76,82
"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",portions,neutral,76,82
Best drumsticks over rice and sour spicy soup in town!,drumsticks over rice,positive,76,82
Best drumsticks over rice and sour spicy soup in town!,sour spicy soup,positive,76,82
Beef noodle soup is good as well.,Beef noodle soup,positive,76,82
The service is good and the resturant is clean.,service,positive,76,82
The service is good and the resturant is clean.,resturant,positive,76,82
Best Taiwanese food in NY!,Taiwanese food,positive,76,82
I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,Rao's,positive,76,82
Rao's has the best service and atmosphere in NYC.,service,positive,76,82
Rao's has the best service and atmosphere in NYC.,atmosphere,positive,76,82
My roommate and I LOVE this place.,place,positive,76,82
"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",outdoor seating,positive,76,82
Indoor was very cozy and cute.,Indoor,positive,76,82
"The portion sizes here are huge, and the sushi is good.",portion sizes,positive,76,82
"The portion sizes here are huge, and the sushi is good.",sushi,positive,76,82
Staff is very accomodating.,Staff,positive,76,82
"Excellent dumplings served amid clean, chic decor.",dumplings,positive,76,82
"Excellent dumplings served amid clean, chic decor.",decor,positive,76,82
"I got the $10 10-piece dim sum combo, every bite of which was great.",$10 10-piece dim sum combo,positive,76,82
The decor is very simple but comfortable.,decor,positive,76,82
The food was delicious but do not come here on a empty stomach.,food,positive,76,82
The food was delicious but do not come here on a empty stomach.,food,negative,76,82
The portions are small but being that the food was so good makes up for that.,portions,negative,76,82
The portions are small but being that the food was so good makes up for that.,food,positive,76,82
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,crabmeat lasagna,positive,76,82
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,chocolate bread pudding,positive,76,82
The staff there is very attentive and down to earth.,staff,positive,76,82
Great Indian food and the service is incredible.,Indian food,positive,76,82
Great Indian food and the service is incredible.,service,positive,76,82
The owner truly caters to all your needs.,owner,positive,76,82
Great food and the prices are very reasonable.,food,positive,76,82
The food here does a great service to the name (Cantonese that is...).,food,positive,76,82
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,positive,76,82
This dish is my favorite and I always get it when I go there and never get tired of it.,dish,positive,76,82
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",congee,positive,76,82
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",Ow Ley Soh,positive,76,82
Simply some good tasting Chinese food at incredible prices...,Chinese food,positive,76,82
Simply some good tasting Chinese food at incredible prices...,Chinese food,positive,76,82
Service is not what you are coming here for...,Service,negative,76,82
Big Wong is a great place to eat and fill your stomach.,Big Wong,positive,76,82
"whoever the jazz duo was, they were on POINT.",jazz duo,positive,76,82
"good music, great food, speedy service affordable prices.",music,positive,76,82
"good music, great food, speedy service affordable prices.",food,positive,76,82
"good music, great food, speedy service affordable prices.",service,positive,76,82
even the wine by the glass was good.,wine by the glass,positive,76,82
Consistently good Japanese Tapas.,Japanese Tapas,positive,76,82
Always good drinks and service is pretty good;,drinks,positive,76,82
Always good drinks and service is pretty good;,service,positive,76,82
Atmosphere is nice and relaxed too...,Atmosphere,positive,76,82
A great place to meet up for some food and drinks...,place,positive,76,82
Yakitori (bbq meats) is tasty too.,Yakitori (bbq meats),positive,76,82
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",fish,negative,76,82
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",staff,negative,76,82
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",sushi chef,negative,76,82
Price and quality of fish alone will keep us from making a return visit.,fish,negative,76,82
Price and quality of fish alone will keep us from making a return visit.,fish,negative,76,82
Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,chef,negative,76,82
"This place, which is only a few months old, is perhaps Queens' biggest secret!",place,positive,76,82
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",decor,positive,76,82
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",food,positive,76,82
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",food,positive,76,82
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",staff,positive,76,82
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",Rice Avenue,positive,76,82
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",Rice Avenue,positive,76,82
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",Rice Avenue,positive,76,82
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,waiter,negative,76,82
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",waiter,negative,76,82
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",food,negative,76,82
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",wait-staff,negative,76,82
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",service,negative,76,82
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",management,negative,76,82
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,negative,76,82
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,negative,76,82
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,negative,76,82
The food is okay and the prices here are mediocre.,food,neutral,76,82
Baluchi's has solid food and a nice decor at reasonable prices.,food,positive,76,82
Baluchi's has solid food and a nice decor at reasonable prices.,decor,positive,76,82
Baluchi's has solid food and a nice decor at reasonable prices.,Baluchi's,positive,76,82
The only problem is that the manager is a complete incompetent.,manager,negative,76,82
He offers subpar service and has no personality.,service,negative,76,82
There is no excuse for such lousy service!,service,negative,76,82
I have never before eaten 40 pieces of relatively good nigiri.,nigiri,neutral,76,82
$20 for all you can eat sushi cannot be beaten.,all you can eat sushi,positive,76,82
"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",Areo,positive,76,82
"Most of the servers are very attentive, friendly and quite attractive.",servers,positive,76,82
"The vibe is very relaxed and cozy, service was great and the food was excellent!",vibe,positive,76,82
"The vibe is very relaxed and cozy, service was great and the food was excellent!",service,positive,76,82
"The vibe is very relaxed and cozy, service was great and the food was excellent!",food,positive,76,82
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,Food,positive,76,82
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,view of the new york city skiline,positive,76,82
I would highly recommand requesting a table by the window.,table by the window,positive,76,82
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,service,positive,76,82
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,place,positive,76,82
The food is great.,food,positive,76,82
Personal pans are the perfect size for those hungry nights.,Personal pans,positive,76,82
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,delivery guys,negative,76,82
Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,delivery guys,negative,76,82
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",scene,positive,76,82
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",place,positive,76,82
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",location,positive,76,82
The pizza was pretty good and huge.,pizza,positive,76,82
The pizza was pretty good and huge.,pizza,positive,76,82
We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,penne a la vodka,positive,76,82
"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",pasta penne,negative,76,82
"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",pasta penne,negative,76,82
"La Rosa waltzes in, and I think they are doing it the best.",La Rosa,positive,76,82
"Interesting selection, good wines, service fine, fun decor.",wines,positive,76,82
"Interesting selection, good wines, service fine, fun decor.",service,positive,76,82
"Interesting selection, good wines, service fine, fun decor.",decor,positive,76,82
"Interesting selection, good wines, service fine, fun decor.",selection,positive,76,82
"I found it on a cold night, the perfect spot to warm up.",spot,positive,76,82
I recieved prompt service with a smile.,service,positive,76,82
This place blew me away...by far my new favorite restaurant on the uppereast side.,place,positive,76,82
The wine list is extensive and impressive.,wine list,positive,76,82
LOVE the atmosphere - felt like I was in Paris.,atmosphere,positive,76,82
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,mussels,positive,76,82
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,dessert,positive,76,82
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,service,positive,76,82
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,staff,positive,76,82
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",host,positive,76,82
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",crew,positive,76,82
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Dining Garden,positive,76,82
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Jazz Bar,positive,76,82
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Thin Crust Pizzas,positive,76,82
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Lasagna Menu,positive,76,82
I lOVE THIS PLACE!,PLACE,positive,76,82
I have to say I have never had a disapointing meal here.,meal,positive,76,82
We could have made a meal of the yummy dumplings from the dumpling menu.,dumplings,positive,76,82
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",BBQ Salmon,positive,76,82
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Sea Bass,positive,76,82
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Crispy Duck,positive,76,82
